Article ID	Pub. Year	Authors	Affiliations	Title	Recommendation 1	Recommendation 2	Recommendation 3	Recommendation 4	Recommendation 5	Recommendation 6	Recommendation 7	Recommendation 8	Recommendation 9	Recommendation 10	url
000477	2020	Maciej Maryl | Costis Dallas | Jennifer Edmond | Jessie Labov | Ingrida Kelpšienė | Michelle Doran | Marta Kołodziejska | Klaudia Grabowska	Institute of Literary Research of the Polish Academy of Sciences, Poland | Faculty of Information, University of Toronto; Digital Curation Unit, IMSI-Athena Research Centre | School of Languages Literatures and Cultural Studies, Trinity College Dublin, Ireland; DARIAH -EU | Center for Media, Data, and Society, Central European University, Hungary | Vilnius University Faculty of Communication | Trinity College Dublin | Institute of Literary Research of the Polish Academy of Sciences, Poland | Institute of Literary Research of the Polish Academy of Sciences, Poland	A Case Study Protocol for Meta-Research into Digital Practices in the Humanities	000336	000321	000411	000401	000133	000184	000473	000108	000090	000466	https://digitalhumanities.org/dhq/vol/14/3/000477/000477.html
000478	2020	Natalie Philips | Alexander Babbitt | Soohyun Cho | Jessica Kane | Cody Mejeur | Craig Pearson	Michigan State University | Michigan State University | Michigan State University | Albion College | University at Buffalo | Michigan State University	Creating Spaces for Interdisciplinary Research across Literature, Neuroscience, and DH: A Case Study of The Digital Humanities and Literary Cognition Lab (DHLC)	000320	000330	000306	000302	000227	000323	000319	000443	000077	000311	https://digitalhumanities.org/dhq/vol/14/3/000478/000478.html
000479	2020	Catherine DeRose | Peter Leonard	Yale University | Yale University	Digital Humanities on Reserve: From Reading Room to Laboratory at Yale University Library	000304	000310	000661	000227	000350	000306	000480	000473	000471	000429	https://digitalhumanities.org/dhq/vol/14/3/000479/000479.html
000480	2020	Randa El Khatib | Alyssa Arbuckle | Lynne Siemens | Ray Siemens | Caroline Winter | ETCL Research Group	University of Victoria | University of Victoria | University of Victoria | University of Victoria | University of Victoria | University of Victoria	An Open Lab? The Electronic Textual Cultures Lab in the Evolving Digital Humanities Landscape	000473	000310	000320	000479	000304	000306	000468	000350	000305	000477	https://digitalhumanities.org/dhq/vol/14/3/000480/000480.html
000481	2020	Ashley S. Lee | Poom Chiarawongse | Jo Guldi | Andras Zsom	Brown University | Brown University | Southern Methodist University | Brown University	The Role of Critical Thinking in Humanities Infrastructure: The Pipeline Concept with a Study of HaToRI (Hansard Topic Relevance Identifier)	000388	000627	000047	000184	000025	000031	000735	000197	000652	000434	https://digitalhumanities.org/dhq/vol/14/3/000481/000481.html
000482	2020	Emma Slayton	Carnegie Mellon University	Modeling Amerindian Sea Travel in the Early Colonial Caribbean	000458	000355	000445	000490	000679	000467	000415	000396	000294	000343	https://digitalhumanities.org/dhq/vol/14/4/000482/000482.html
000483	2020	Alex D. Ketchum	McGill University	Lost Spaces, Lost Technologies, and Lost People: Online History Projects Seek to Recover LGBTQ+ Spatial Histories	000640	000667	000622	000625	000227	000670	000528	000294	000529	000179	https://digitalhumanities.org/dhq/vol/14/3/000483/000483.html
000484	2020	Christine Barats | Valérie Schafer | Andreas Fickers	Cerlis, University of Paris Descartes | C²DH, University of Luxembourg | C²DH, University of Luxembourg	Fading Away... The challenge of sustainability in digital studies	000446	000219	000215	000483	000640	000466	000035	000269	000320	000714	https://digitalhumanities.org/dhq/vol/14/3/000484/000484.html
000485	2020	Mila Oiva | Urszula Pawlicka-Deger	University of Turku (Finland) | Aalto University	Lab and Slack. Situated Research Practices in Digital Humanities - Introduction to the DHQ Special Issue.	000471	000677	000465	000468	000637	000080	000215	000457	000365	000312	https://digitalhumanities.org/dhq/vol/14/3/000485/000485.html
000486	2020	Cody Mejeur	University at Buffalo, SUNY	Playing with Playthroughs: Distance Visualization and Narrative Form in Video Games	000407	000275	000402	000129	000205	000067	000173	000376	000469	000372	https://digitalhumanities.org/dhq/vol/14/3/000486/000486.html
000487	2020	Viktoria Brüggemann | Mark-Jan Bludau | Marian Dörk	University of Applied Sciences Potsdam | University of Applied Sciences Potsdam | University of Applied Sciences Potsdam	The Fold: Rethinking Interactivity in Data Visualization	000205	000290	000318	000547	000315	000135	000383	000623	000629	000676	https://digitalhumanities.org/dhq/vol/14/3/000487/000487.html
000488	2024	Onyekachi Henry Ibekwe	University of Nigeria	Tractable Tensions: A Review of Digital Humanities: Knowledge and Critique in a Digital Age by David M. Berry and Anders Fagerjord	000689	000193	000109	000172	000023	000671	000556	000201	000664	000208	https://digitalhumanities.org/dhq/vol/18/1/000488/000488.html
000489	2020	David J. Birnbaum | Elena Spadini	University of Pittsburgh | Université de Lausanne	Reassessing the locus of normalization in machine-assisted collation	000184	000025	000709	000067	000181	000293	000119	000401	000072	000678	https://digitalhumanities.org/dhq/vol/14/3/000489/000489.html
000490	2020	Diego Jiménez–Badillo | Patricia Murrieta–Flores | Bruno Martins | Ian Gregory | Mariana Favila-Vázquez | Raquel Liceras-Garrido	Museo del Templo Mayor, Instituto Nacional de Antropología e Historia | Digital Humanities Hub–History Department, Lancaster University | The Instituto de Engenharia de Sistemas e Computadores, Investigação e Desenvolvimento em Lisboa, INESC–ID, University of Lisbon | Digital Humanities Hub–History Department, Lancaster University | Museo del Templo Mayor, Instituto Nacional de Antropología e Historia | Digital Humanities Hub–History Department, Lancaster University	Developing Geographically Oriented NLP Approaches to Sixteenth–Century Historical Documents: Digging into Early Colonial Mexico	000434	000033	000467	000649	000440	000550	000673	000448	000735	000469	https://digitalhumanities.org/dhq/vol/14/4/000490/000490.html
000491	2020	Laura Matthew | Michael Bannister	Marquette University | Independent Programmer Analyst	The Form of the Content: The Digital Archive Nahuatl/Nawat in Central America	000327	000536	000699	000227	000529	000025	000670	000314	000084	000125	https://digitalhumanities.org/dhq/vol/14/4/000491/000491.html
000492	2024	Céline Thobois-Gupta	Trinity College Dublin	A Review of James Little’s The Making of Samuel Beckett’s Not I / Pas moi, That Time / Cette fois and Footfalls / Pas (2021)	000161	000325	000162	000353	000314	000269	000046	000378	000360	000289	https://digitalhumanities.org/dhq/vol/18/2/000492/000492.html
000494	2020	Lauren G. Kilroy-Ewbank	Independent Art Historian	Decolonizing "The Digital" in the Classroom: Reflections on the Intersection of Colonial Latin American Art History and Digital Art History Pedagogy	000393	000419	000384	000359	000119	000019	000323	000386	000293	000047	https://digitalhumanities.org/dhq/vol/14/4/000494/000494.html
000495	2020	Eva Hielscher	Independent Scholar	The Phenomenon of Interwar City Symphonies: A Combined Methodology of Digital Tools and Traditional Film Analysis Methods to Study Visual Motifs and Structural Patterns of Experimental-Documentary City Films	000697	000518	000500	000507	000538	000545	000510	000454	000496	000247	https://digitalhumanities.org/dhq/vol/14/4/000495/000495.html
000496	2020	Jan-Hendrik Bakels | Matthias Grotkopp | Thomas Scherer | Jasper Stratil	Freie Universität Berlin | Freie Universität Berlin | Freie Universität Berlin | Freie Universität Berlin	Matching Computational Analysis and Human Experience: Performative Arts and the Digital Humanities	000545	000026	000495	000500	000031	000178	000571	000624	000296	000244	https://digitalhumanities.org/dhq/vol/14/4/000496/000496.html
000497	2020	Eef Masson | Christian Gosvig Olesen | Nanne van Noord | Giovanna Fossati	University of Amsterdam / Rathenau Institute | Utrecht University / University of Amsterdam | University of Amsterdam / Netherlands Institute for Sound and Vision | University of Amsterdam / Eye Filmmuseum	Exploring Digitised Moving Image Collections: The SEMIA Project, Visual Analysis and the Turn to Abstraction	000532	000144	000521	000236	000541	000027	000577	000372	000354	000187	https://digitalhumanities.org/dhq/vol/14/4/000497/000497.html
000498	2020	Agata Hołobut | Jan Rybicki	Jagiellonian University in Kraków | Jagiellonian University in Kraków	The Stylometry of Film Dialogue: Pros and Pitfalls	000357	000499	000342	000170	000190	000159	000542	000203	000541	000341	https://digitalhumanities.org/dhq/vol/14/4/000498/000498.html
000499	2020	Joanna Byszuk	Institute of Polish Language, Polish Academy of Sciences	The Voices of Doctor Who – How Stylometry Can be Useful in Revealing New Information About TV Series	000190	000203	000341	000377	000498	000093	000140	000289	000185	000300	https://digitalhumanities.org/dhq/vol/14/4/000499/000499.html
000500	2020	Barbara Flueckiger | Gaudenz Halter	University of Zurich | University of Zurich	Methods and Advanced Tools for the Analysis of Film Colors in Digital Humanities	000178	000375	000496	000072	000071	000190	000386	000507	000379	000518	https://digitalhumanities.org/dhq/vol/14/4/000500/000500.html
000501	2021	Eric Kaltman | Joseph Osborn | Noah Wardrip-Fruin	Department of Computer Science, California State University Channel Islands | Department of Computer Science, Pomona College | Department of Computational Media, University of California, Santa Cruz	From the Presupposition of Doom to the Manifestation of Code: Using Emulated Citation in the Study of Games and Cultural Software	000455	000428	000181	000059	000350	000486	000662	000502	000129	000344	https://digitalhumanities.org/dhq/vol/15/1/000501/000501.html
000502	2020	Mercedes I. Salomón Salazar	México - Biblioteca Histórica José María Lafragua; Benemérita Universidad Autónoma de Puebla	El Catálogo Colectivo de Marcas de Fuego. Avatares para conformar su canon de autoridades	000380	000029	000059	000523	000184	000195	000257	000047	000227	000446	https://digitalhumanities.org/dhq/vol/14/4/000502/000502.html
000503	2020	Nicole Gray	University of Nebraska-Lincoln	"Vivas to those who have failed:" Walt Whitman Electric and the (Digital) Humanities	000115	000104	000155	000199	000178	000397	000197	000734	000098	000140	https://digitalhumanities.org/dhq/vol/14/4/000503/000503.html
000504	2021	Lukas Gienapp | Clara Kruckenberg | Manuel Burghardt	Leipzig University | Leipzig University | Leipzig University	Topological properties of music collaboration networks: The case of Jazz and Hip Hop	000092	000335	000074	000145	000097	000255	000529	000215	000536	000540	https://digitalhumanities.org/dhq/vol/15/1/000504/000504.html
000505	2021	John Bonnett | Joe Bolton | William Ralph | Amy Legault | Erin MacAfee | Michael Winter | Chris Jaques | Mark Anderson	Brock University | Business Insight 3 | Brock University | Billyard Insurance Group | University of Ottawa | Brock University | Badal.io | Independent Consultant	Annotating our Environs with the Sound and Sight of Numbers: The DataScapes Project	000514	000521	000029	000398	000400	000395	000385	000688	000076	000508	https://digitalhumanities.org/dhq/vol/15/1/000505/000505.html
000506	2021	Peter Broadwell | Timothy R. Tangherlini	Stanford University | University of Calfornia, Berkeley	Comparative K-Pop Choreography Analysis through Deep-Learning Pose Estimation across a Large Video Corpus	000042	000448	000445	000029	000545	000276	000518	000673	000707	000498	https://digitalhumanities.org/dhq/vol/15/1/000506/000506.html
000507	2021	Joel Burges | Solvegia Armoskaite | Tiamat Fox | Darren Mueller | Joshua Romphf | Emily Sherwood | Madeline Ullrich	University of Rochester | University of Rochester | University of Rochester | University of Rochester | University of Rochester | University of Rochester | University of Rochester	Audiovisualities out of Annotation: Three Case Studies in Teaching Digital Annotation with Mediate	000056	000173	000538	000169	000405	000081	000075	000469	000375	000265	https://digitalhumanities.org/dhq/vol/15/1/000507/000507.html
000508	2021	Michael J. Kramer	SUNY Brockport	What Does A Photograph Sound Like? Digital Image Sonification As Synesthetic AudioVisual Digital Humanities	000521	000505	000658	000542	000336	000622	000718	000497	000541	000546	https://digitalhumanities.org/dhq/vol/15/1/000508/000508.html
000509	2021	Stephanie Sapienza | Eric Hoyt | Matt St. John | Ed Summers | JJ Bersch	Maryland Institute for Technology in the Humanities | University of Wisconsin-Madison | University of Wisconsin-Madison | Maryland Institute for Technology in the Humanities | University of Wisconsin-Madison	Healing the Gap: Digital Humanities Methods for the Virtual Reunification of Split Media and Paper Collections	000670	000600	000715	000660	000159	000025	000584	000585	000222	000591	https://digitalhumanities.org/dhq/vol/15/1/000509/000509.html
000510	2021	Manolis Fragkiadakis | Victoria Nyst | Peter van der Putten	Leiden University | Leiden University | Leiden University	Towards a User-Friendly Tool for Automated Sign Annotation: Identification and Annotation of Time Slots, Number of Hands, and Handshape	000075	000469	000034	000275	000166	000310	000486	000709	000067	000495	https://digitalhumanities.org/dhq/vol/15/1/000510/000510.html
000511	2021	Jenny Oyallon-Koloski | Dora Valkanova | Michael J. Junokas | Kayt MacMaster | Sarah Marks Mininsohn	University of Illinois at Urbana–Champaign | University of Illinois at Urbana–Champaign | University of Illinois at Urbana–Champaign | University of Illinois at Urbana–Champaign | University of Illinois at Urbana–Champaign	Moving Cinematic History: Filmic Analysis through Performative Research	000190	000518	000521	000386	000541	000407	000523	000043	000157	000542	https://digitalhumanities.org/dhq/vol/15/1/000511/000511.html
